id,name,duration,artist_id,artist_name,album_id,album_name,releasedate,lang,vocalinstrumental,gender,acousticelectric,speed,genres,instruments,vartags,rate_downloads_total,rate_listened_total,playlisted,favorited,likes,dislikes,avgnote
1308979,Talk To Me,183,486468,Allie Farris,155528,EP,2016-01-15,en,vocal,female,acoustic,verylow,"pop, folk, singersongwriter","piano, strings","emotional, acoustic, energetic, voice, harmonies",207972,775869,1200,811,16,0,8.3333
1309301,The Heat,286,486585,Sam Garbett,214277,The Heat,2016-01-16,en,vocal,male,electric,medium,"electronic, electropop",bass,"acoustic, vocal, romantic, voice, breakup",157726,1569267,649,445,0,0,10.0
1309302,Calling You,364,486585,Sam Garbett,233636,Calling You,2016-01-16,en,vocal,male,,medium,"pop, electropop, electronic",,"sad, vocal, love, voice, breakup",81414,847523,326,198,0,0,8.0
1309602,Winter Lounge,173,423882,atw,286637,Winter Lounge,2016-01-17,,instrumental,,,medium,"chillout, electronic, downtempo",,"peaceful, lounge",4774,245009,172,108,0,0,6.0
1311178,Great Lakes (Original Mix),202,485181,Tyler Adam,155732,The Last Night On Earth [LP],2016-01-22,en,vocal,male,,medium,"electronic, chillout, ambient",,"vocal, inspirational, emotional, voice, indiedance",36326,415241,716,495,1,0,0.0
1313604,Do You Still Dream,165,487069,Explosive Ear Candy,214437,Do You Still Dream,2016-02-01,en,vocal,female,,medium,pop,"electricguitar, electroamplified","happy, romantic, love, voice, dreams",398486,2388592,1594,987,3,0,8.3333
1313615,My Favorite Escape,164,487069,Explosive Ear Candy,214438,My Favorite Escape,2016-02-01,en,vocal,female,,medium,"pop, rock",guitar,"vocal, energetic, love, voice, jealousy",122976,1066345,1145,750,0,0,8.0
1317626,Epic Trailer,113,463893,Blue Giraffe,353317,Epic Trailer,2016-02-12,,instrumental,,,medium,"filmscore, trailer, production",,"epic, cinematic, emotional, motion",64301,323871,2021,1188,5,0,10.0
1318712,Epic Movie,164,475727,soundbay,291111,Epic Movie,2016-02-15,,instrumental,,,medium,"trailer, filmscore, classical",orchestra,"epic, cinematic, film, blockbuster",158104,610747,2959,1410,16,0,8.25
1319497,Spread Your Wings,189,487532,Niki J Crawford,156458,The Genesis Block EP,2016-02-18,en,vocal,female,,medium,"rnb, pop, funk",,"vocal, retro, groovy, voice",58155,454549,634,383,0,0,8.3333
1319498,Ridiculous Love,206,487532,Niki J Crawford,156458,The Genesis Block EP,2016-02-18,en,vocal,female,,medium,"rnb, pop, soul","guitar, percussion","vocal, emotional, voice, rocking",22068,523708,272,147,1,0,8.0
1319499,Your Eyes,176,487532,Niki J Crawford,156458,The Genesis Block EP,2016-02-18,en,vocal,female,,medium,"rnb, pop, soul",horn,"vocal, emotional, groovy, voice, deceit",23216,375711,272,158,1,0,8.5
1319502,Wanna See You,249,487532,Niki J Crawford,156458,The Genesis Block EP,2016-02-18,en,vocal,female,,medium,"rnb, pop, dance",,"vocal, emotional, voice, hiphoper",30511,672262,469,260,0,0,7.5
1319505,No Fear,278,487532,Niki J Crawford,156458,The Genesis Block EP,2016-02-18,en,vocal,female,,medium,"rnb, soul, jazz",horn,"vocal, emotional, voice, femalvocal",37184,659013,558,320,2,0,8.0
1319749,Epic Music,110,487189,Aliaksei Yukhnevich,263838,Epic Music,2016-02-19,,instrumental,,,medium,"filmscore, symphonic","strings, orchestra","epic, film, cinematic",97509,374699,1804,886,0,0,9.0
1319973,Beyond Borders of Inspiration,172,435483,Veaceslav  Draganov       | Royalty Free Music Licensing,352444,Beyond Borders of Inspiration,2016-02-20,,instrumental,,,medium,"filmscore, indie, corporate",,"peaceful, commercial, advertising",86486,335827,1587,893,4,0,6.6667
1320383,Ambient Background,144,487604,soundshrim,233879,Ambient Background,2016-02-21,,instrumental,,,medium,"pop, ambient, electronic",synthesizer,"soft, neutral, minimals",154812,683480,2433,1519,7,0,7.3333
1321406,Horizons,219,487723,Train Room,156646,Train Room,2016-02-24,en,vocal,male,,medium,"singersongwriter, folk, rock","guitar, strings","vocal, peaceful, voice, neutral, release",366450,1585724,1911,1258,2,0,8.3333
132501,Crush,212,7151,Jamison Young,18714,Shifting Sands Of A Blue Car,2008-02-04,,vocal,male,,medium,singersongwriter,"guitar, strings","love, melancholic, vocal, voice",24263,185347,545,317,4,0,6.0
132502,Memories Child,302,7151,Jamison Young,18714,Shifting Sands Of A Blue Car,2008-02-04,,vocal,male,,medium,"singersongwriter, folk, electronic","guitar, strings","contemporary, melancholic, vocal, voice",17098,138900,550,316,2,1,6.0
1325744,What Do You Know,180,487069,Explosive Ear Candy,276664,What Do You Know,2016-03-08,en,vocal,female,,medium,pop,,"happy, vocal, love, voice",105540,795017,849,600,0,0,8.6667
1326692,All Together Now,175,487069,Explosive Ear Candy,281947,All Together Now,2016-03-14,en,vocal,male,,medium,britpop,,"happy, vocal, love, voice",15647,292180,174,102,0,0,7.5
1327741,Pra_Onde_e_Que_eu_Vou_,233,488254,diego Noar,157157,Um lado vasto,2016-03-15,pt,vocal,male,,medium,"reggae, latin","guitar, strings","vocal, happy, voice, percussao",42724,631428,354,239,0,0,9.0
1329500,Three Kisses,165,486022,Jake Gordon,155953,Don't Leave Now,2016-03-21,en,vocal,female,,medium,"folk, rock",,"vocal, happy, love, voice, breakup",15348,267704,76,44,0,0,7.5
1334046,She Movin',134,488915,AJC &amp; The Envelope Pushers,157742,Fallen Star,2016-04-07,en,vocal,male,,medium,"rnb, funk","trombone, percussion","vocal, voice, trumpets",41030,270561,592,359,0,0,9.0
1334054,Fallen Star,255,488915,AJC &amp; The Envelope Pushers,157742,Fallen Star,2016-04-07,en,vocal,male,,medium,"rnb, rap, hiphop","electricpiano, synthesizer","vocal, introspective, voice",133417,847689,305,205,0,0,9.0
13347,Du Rififi a Noubaka,286,1969,Stan-X,1935,Stan-X,2006-05-14,,instrumental,,,medium,,,,8634,529389,382,243,9,1,8.0
1334705,MonoMultiModal,232,474648,Jazzaria,334479,MonoMultiModal,2016-04-10,,instrumental,,,medium,"jazz, jazzfusion","piano, clarinet","improvisation, uprightbass",12351,224901,247,147,0,0,8.0
1334807,Way to Success,186,451073,Addict Sound,157824,Way to Success,2016-04-11,,instrumental,,,medium,"corporate, musicbed, pop",synthesizer,"happy, motivational, advertising",278469,642309,3221,1868,0,0,7.8182
13352,Emergency Olgaf Mix,282,1969,Stan-X,1935,Stan-X,2006-05-14,,instrumental,,,medium,,,,11207,226127,326,221,4,1,8.0
1336202,Letters Home,228,560,Grégoire Lourme,157914,1914-1918 Never Forget,2016-04-15,,instrumental,,,medium,filmscore,"piano, strings","emotional, epic",29579,656965,954,619,0,0,8.6667
133682,LatinFeel,249,2189,JCRZ,18954,Samples Of Myself,2008-02-07,,instrumental,female,electric,medium,,,,5530,427147,174,96,0,0,7.0
1337398,Bicicletta,267,489225,MIGALA,158015,World 'n' Folk Music,2016-04-19,,instrumental,,,medium,"jazz, folk, gypsy",,"peaceful, salento",33963,240165,561,340,0,0,9.0
1337402,Acqua di Sale,314,489225,MIGALA,158015,World 'n' Folk Music,2016-04-19,it,vocal,male,,medium,"world, folk",,"vocal, happy, ethno, voice, song",17774,223588,101,54,0,0,8.0
133876,Le cimetière Montparnasse,221,338129,GOBODOBRO,19066,GOBODOBRO Little conntry boy,2008-02-08,,instrumental,,,medium,"manouche, gypsy, jazz","guitar, strings",,4304,211495,545,296,10,0,8.0
1339823,Summer,178,479547,Rusty Tea Makers,158273,Show it to your Mother,2016-05-03,en,vocal,male,,medium,"rock, alternativerock","guitar, electricguitar","vocal, summer, voice, drumms",45617,356741,606,365,0,0,8.5
1342215,Silly Song,163,489770,I. D. F. X.,158476,Butterflies,2016-05-08,en,vocal,female,,medium,"reggae, pop, rock",guitar,"vocal, happy, love, voice, song",26765,216420,20,10,0,0,6.0
1342479,Breathe,233,483598,Axl &amp; Arth,282068,Breathe,2016-05-09,en,instrumental,male,electric,high,"electronic, house, rap",,"energetic, hardhouse",183983,2247359,3786,2583,0,0,7.0
1342712,The Symphony,188,440873,Lyonn,234316,The Symphony,2016-05-10,en,vocal,male,,medium,"house, electronic, pop",,"happy, vocal, voice, euphoric",334944,1192067,1640,1111,0,0,8.5
1344075,FWDK - Feat. Dutch Revz (Prod. Solely &amp; Dutch Revz),200,489948,Stevie Davis,215420,FWDK - Feat. Dutch Revz (Prod. Solely &amp; Dutch Revz),2016-05-15,,vocal,male,,medium,"hiphop, rap, trap",,"vocal, autotune, voice",28245,184496,480,318,0,0,9.0
1345630,Swimming Upstream,253,481965,CrumbSnatchers,158817,Big House,2016-05-20,en,vocal,male,,high,"rock, indie, punk","guitar, drums","happy, vocal, voice, crumbsnatchers",16719,443031,382,253,0,0,8.0
1347387,Big Big Boss,181,361297,Bralitz,158982,Big Big Boss,2016-05-27,en,vocal,male,,medium,rock,,"vocal, voice, slideguitars",72323,230240,731,502,0,0,8.2
1350213,Jumper,274,490453,Killo-Gram,234463,Jumper,2016-06-06,,instrumental,,,medium,"electronic, dubstep, chillout",,"energetic, motivational, dupstep",44508,279687,1160,753,0,0,8.1667
1352590,Pick me up,244,489155,Black Ship,286900,Pick me up,2016-06-12,en,vocal,male,,medium,"reggae, dub",,"vocal, 70s, love, voice, jamaica",41159,331358,738,445,0,0,7.5
1353450,Brave Soul (ft. Juliet Lyons),191,490381,Bohemian Hideaway,215665,Brave Soul (ft. Juliet Lyons),2016-06-14,en,vocal,female,,medium,"pop, electropop, synthpop",,"vocal, motivational, inspirational, voice, empowering",65663,383461,244,167,0,0,7.0
1353511,Survive,163,440692,JekK,159568,Roses,2016-06-30,en,vocal,male,electric,medium,"house, electronic, electropop","synthesizer, guitar","nostalgic, acoustic, vocal, voice",1438849,2766711,3955,2642,0,0,8.0
1353512,Roses,229,440692,JekK,159568,Roses,2016-06-30,en,vocal,male,,medium,"pop, electropop",piano,"love, upbeat, vocal, voice",153950,1279827,880,579,0,0,9.0
135657,Square 1 (ft. Derrius Dean),238,338209,Jemex,19298,From There to Here,2008-02-13,en,vocal,male,electric,medium,"electronic, pop",,"emotional, acoustic, vocal, voice",32685,1064899,1070,379,11,4,6.75
135659,Dance Till Day (ft. Derrius Dean),219,338209,Jemex,19298,From There to Here,2008-02-13,en,vocal,male,electric,medium,"electronic, pop",,"acoustic, energetic, vocal, voice",13474,443389,610,330,5,0,8.0
135660, Over Me,208,338209,Jemex,19298,From There to Here,2008-02-13,en,vocal,female,electric,medium,"pop, dance, electronic",,"acoustic, energetic, vocal, voice",337832,1508357,708,379,9,6,8.0
1357118,A Walk In The Sunshine,168,467034,The Vow,159941,For a dreamer,2016-06-30,en,vocal,male,,medium,"pop, rock, indie",,"happy, vocal, uplifting, voice, jangly",39856,1398595,321,190,0,0,7.5
1357128,Back To Monday,187,467034,The Vow,159941,For a dreamer,2016-06-30,en,vocal,male,,high,"rock, pop, indie",,"vocal, energetic, happy, voice, thebeatles",7658,376864,36,20,0,0,7.0
1357553,ON SALE,220,491348,Golden Duck Orchestra,159989,Golden Duck Orchestra 1st EP,2016-07-11,en,vocal,male,,medium,rock,"guitar, electricguitar","vocal, fun, comedy, voice",81192,412996,905,595,0,0,10.0
1357869,Bang You Out,162,491380,Amy McFollow,215825,Bang You Out,2016-07-03,en,vocal,female,,medium,"dance, pop","guitar, strings","vocal, happy, voice, cowell",14256,177331,177,113,0,0,8.0
1358065,Get Away (feat. Rebekka Salomea),225,457223,Jaief &amp; Asong,246699,Get Away (feat. Rebekka Salomea),2016-07-04,en,vocal,male,,medium,"rnb, hiphop, pop",,"vocal, dreamy, voice, retrospective",25215,971599,448,286,0,0,8.0
1358662,From Here,298,489488,Danielle Helena,158365,Like Sunrise,2016-07-07,en,vocal,female,,medium,"rnb, singersongwriter, soul","guitar, strings","vocal, love, ballad, voice, nostalgia",87657,614793,234,142,0,0,7.5
1364587,Out of Air,209,492114,Sydney Leigh,216129,Out of Air,2016-08-01,en,vocal,female,,medium,"rnb, pop, electronic",,"vocal, party, voice, popular",195906,808910,1833,1297,0,0,6.0
1366690,Last Song,251,340291,The Jaygles,160824,Something About Us,2016-08-09,en,vocal,male,,medium,"folk, pop, rock",,"vocal, voice, folkrok",168776,834712,501,344,0,0,8.0
1372343,In Tune - Remix 2 (2017 Version),276,357359,Kellee Maize,216483,In Tune - Remix 2 (2017 Version),2016-08-31,en,vocal,female,,medium,"electronic, hiphop",,"vocal, voice, femalerapper",145468,1526723,1837,1298,0,0,8.5
1373026,When The Sun Goes Down,234,441585,The.madpix.project,161494,When The Sun Goes Down,2016-09-03,en,vocal,female,,medium,"dance, house, pop","synthesizer, bass","inspirational, uplifting, summer, voice",246840,2042560,1862,1197,0,0,7.3333
1373042,When The Sun Goes Down (Instrumental),234,441585,The.madpix.project,161494,When The Sun Goes Down,2016-09-03,,instrumental,,,medium,"pop, house, deephouse","synthesizer, bass","summer, uplifting, happy",180066,337320,1554,825,0,0,7.6
1375341,space,213,343154,Vzen instrumental beat,318636,space,2016-09-11,,instrumental,,,medium,"rap, hiphop, ambient",,melancholic,6580,197705,86,53,0,0,8.0
1377093,02 hommage,140,493357,KAENEL,161841,PROMENADES,2016-09-17,,instrumental,,,medium,"classical, waltz","piano, strings","contemporary, ballade",41966,208798,563,385,0,0,8.0
1378740,Burnin Star,376,3799,StrangeZero,161989,Rapidly Unexpected (EP),2016-09-27,,instrumental,,electric,medium,"electronic, electronica, experimental",synthesizer,strangezero,338987,1205579,2815,1896,0,0,7.25
1378797,Give Yourself Away (Produced by Benstar),219,493543,Mickey Blue,295392,Give Yourself Away (Produced by Benstar),2016-09-24,en,vocal,male,,medium,"rnb, soul, pop",strings,"vocal, emotional, soft, voice, jazzy",489101,1815143,2624,1741,0,0,8.8
1378835,Poor Gal,187,336871,Régis V. Gronoff,161999,In the Prison of your Eyes,2016-09-24,,instrumental,,,medium,"jazz, swing","piano, wind","happy, trumpets",14117,154546,45,16,0,0,6.0
1380887,I Feel You (Produced by Benstar),251,493543,Mickey Blue,305605,I Feel You (Produced by Benstar),2016-10-02,en,vocal,male,,medium,"rnb, hiphop",guitar,"vocal, emotional, soft, voice",50646,1088393,839,546,0,0,8.0
1385554,Pride,207,430396,Matt Confusion,162540,Else,2016-10-16,en,vocal,male,,medium,"pop, blues, singersongwriter",,"peaceful, vocal, love, voice, relationship",66659,1237611,476,313,0,0,7.0
1393688,Dark Room Full of Lonely People,240,484444,Dutilleul,369855,Dark Room Full of Lonely People,2016-11-15,,instrumental,,,medium,"ambient, downtempo, hiphop","bass, drums","peaceful, soft, trippy, weed",44745,605188,1319,930,0,0,8.0
1394300,cloudZzz,191,484444,Dutilleul,371379,cloudZzz,2016-11-18,,instrumental,,,medium,"electronic, chillout, ambient","guitar, drums","soft, trippy",14956,309529,632,416,0,0,9.0
1394654,Heart of War,248,495042,Message From Sylvia,217275,Heart of War,2016-11-18,en,vocal,male,,medium,rock,,"vocal, voice, сша",24869,122023,960,657,0,0,8.0
1395588,Epic Cinematic Trailer,160,484685,Alex Che,359722,Epic Cinematic Trailer,2016-11-23,,instrumental,,,medium,"filmscore, production, musicbed",orchestra,"cinematic, epic, inspirational, adventures",108960,334926,1869,879,0,0,8.4
1396152,Lagu_Buat_Kamu_-_Aldi_indiana_yusuf,288,495192,Aldi indiana yusuf,256831,Lagu_Buat_Kamu_-_Aldi_indiana_yusuf,2016-11-24,id,vocal,female,,medium,"rock, pop",,"vocal, voice, popsoul",592815,1782940,1,0,0,0,6.0
1396495,Like The Sun,192,487069,Explosive Ear Candy,299180,Like The Sun,2016-11-25,en,vocal,female,,medium,"pop, rock","guitar, strings","happy, vocal, energetic, voice",41828,295673,1060,717,0,0,7.6667
1396500,Falling Stars (Piano et orchestre),210,361044,Oursvince,163566,Dragon Flight,2016-11-25,,instrumental,,,medium,"classical, newage","piano, strings","peaceful, soft, melancholic, romantique",25890,1009018,200,126,0,0,6.0
1396502,Memories,141,361044,Oursvince,163566,Dragon Flight,2016-11-25,,instrumental,,,medium,filmscore,"piano, strings","emotional, peaceful",66259,154848,772,521,0,0,7.0
1398281,DJ NAIRI- Sheet Like a This(ORIGINAL MIX),162,495382,DJ NAIRI OFFICIAL,217398,DJ NAIRI- Sheet Like a This(ORIGINAL MIX),2016-12-01,,instrumental,,,medium,"electronic, house, rock",,drop,87070,331664,1262,885,0,0,8.0
1399586,like u.,229,484444,Dutilleul,372794,like u.,2016-12-05,,instrumental,,,medium,"chillout, hiphop, electronic",drums,dutilleul,18360,385770,360,236,0,0,8.0
1400480,Games (2nd Edit),247,495572,Square a Saw,235610,Games (2nd Edit),2016-12-08,en,vocal,male,,high,"pop, dubstep, electronic",synthesizer,"vocal, energetic, voice, games",23058,1280136,515,340,0,0,8.0
1401130,Palm Trees,240,495630,Ridgway,163960,Brighter Days,2016-12-11,en,vocal,male,,medium,"reggae, rock",,"happy, vocal, love, voice, bayarea",15660,232052,335,198,0,0,8.0
14013,Roots,263,2054,Galdson,2007,Roots,2006-05-22,,instrumental,neutral,acoustic,medium,contemporarypiano,"piano, strings","film, uplifting, acoustic, solo",97660,969466,3366,1947,35,1,6.8
14014,Old times,221,2054,Galdson,2007,Roots,2006-05-22,,instrumental,neutral,electric,medium,contemporarypiano,"piano, strings","film, sentimental, peaceful, solo",63912,473673,2522,1709,6,0,8.0
14015,Life is good,162,2054,Galdson,2007,Roots,2006-05-22,,instrumental,neutral,acoustic,low,"contemporarypiano, jazz, newage","piano, strings","happy, contemporary, acoustic, solo",131405,337868,2497,1733,7,0,8.0
14016,Come back home,245,2054,Galdson,2007,Roots,2006-05-22,,instrumental,neutral,electric,medium,contemporarypiano,"piano, strings","film, dreamy, solo",37887,220012,2361,1653,6,0,8.0
14017,Distance friend,207,2054,Galdson,2007,Roots,2006-05-22,,instrumental,neutral,electric,medium,contemporarypiano,"piano, strings","peaceful, film, emotional, solo",36005,271454,2458,1726,5,0,8.0
14018,Sea heart,155,2054,Galdson,2007,Roots,2006-05-22,,instrumental,neutral,electric,medium,contemporarypiano,"piano, strings","film, uplifting, solo",51477,298448,2572,1810,3,0,8.0
14019,Playing together,154,2054,Galdson,2007,Roots,2006-05-22,,instrumental,neutral,electric,medium,contemporarypiano,"piano, strings","emotional, film, solo",32506,282496,2511,1743,8,1,8.0
14020,Destiny,183,2054,Galdson,2007,Roots,2006-05-22,,instrumental,neutral,,medium,contemporarypiano,"piano, strings","love, sentimental, solo",80618,245405,2410,1679,3,0,8.0
14021,Resignation,240,2054,Galdson,2007,Roots,2006-05-22,,instrumental,neutral,electric,medium,contemporarypiano,"piano, strings","film, sentimental, peaceful, solo",13421,159565,2323,1616,5,2,8.0
14022,Learning to live,299,2054,Galdson,2007,Roots,2006-05-22,,instrumental,neutral,electric,medium,ragtime,"piano, strings","contemporary, cheerful, solo",49092,307061,2443,1715,5,2,8.0
14023,First steps,127,2054,Galdson,2007,Roots,2006-05-22,,instrumental,neutral,electric,medium,contemporarypiano,"piano, strings","film, emotional, peaceful, solo",16193,159549,2321,1626,6,0,8.0
14024,Legends,171,2054,Galdson,2007,Roots,2006-05-22,,instrumental,neutral,electric,medium,"neoclassical, contemporarypiano","piano, strings","emotional, cinematic, theatrical, solo",1448337,539857,2765,1944,6,0,8.6667
14025,Resurrection,125,2054,Galdson,2007,Roots,2006-05-22,,instrumental,neutral,electric,medium,contemporarypiano,"piano, strings","film, tender, solo",12047,143649,2295,1616,4,1,8.0
14026,I believe in you,169,2054,Galdson,2007,Roots,2006-05-22,,instrumental,neutral,electric,medium,contemporarypiano,"piano, strings","contemporary, dreamy, romantic",35268,197793,2276,1590,4,1,8.0
14027,Sharing coffee,155,2054,Galdson,2007,Roots,2006-05-22,,instrumental,neutral,electric,medium,contemporarypiano,"piano, strings","film, tender, solo",11322,137052,2305,1620,0,0,8.0
14028,Choosing my life,151,2054,Galdson,2007,Roots,2006-05-22,,instrumental,neutral,electric,medium,"neoclassical, contemporarypiano","piano, strings","film, serene, peaceful, solo",17213,188858,2293,1626,6,0,8.0
1402969,We're All One,216,495787,Darryl And Georgia,217525,We're All One,2016-12-16,en,vocal,female,,medium,"pop, electronic",bells,"vocal, happy, summer, voice",6677,125877,21,10,0,0,7.0
1403281,Language,171,495807,YUTY,247461,Language,2016-12-17,,instrumental,,,medium,"chillout, electronic, dubstep",synthesizer,"happy, upbeat",10806,159058,313,212,0,0,8.0
1404737,Just For A Second,194,441585,The.madpix.project,164266,Just For A Second,2016-12-21,en,vocal,female,,medium,"electronic, dance, house","bass, drums","vocal, energetic, voice, basshouse",249011,1417696,1412,926,0,0,8.0
1405057,Cure For The Fuss,146,370373,astat,164284,Let Birds Fly,2016-12-22,,instrumental,,,medium,"jazz, swing","piano, strings",pianojazz,27829,393674,443,251,0,0,9.0
1406716,Before I sleep,249,456927,Muciojad,217634,Before I sleep,2016-12-29,,instrumental,,,medium,"chillout, corporate",,"melancholic, love, emotional, communicaton",123505,473449,2658,1895,0,0,9.5
1407836,Say Hello,202,438603,Michael Ellis,164540,Tavis Vor,2017-01-01,en,vocal,male,,high,"rock, pop",,"happy, vocal, upbeat, voice, connection",33091,447008,270,158,0,0,7.5
1407840,Summer,201,438603,Michael Ellis,164540,Tavis Vor,2017-01-01,en,vocal,male,,medium,"rock, pop, poprock","guitar, electricguitar","happy, summer, vocal, voice, holidays",255627,1492511,1945,1271,0,0,8.3333
1408401,Lullaby For Phil,198,496168,Alexey Baranov,164580,"Sunny Day Again: Background Music, Vol. 1",2017-01-08,,instrumental,,,medium,jazz,,"ballad, backgroundmusic",48420,738759,575,317,0,0,8.0
1410714,stay wild,207,496248,InitiuM,217695,stay wild,2017-01-05,en,vocal,male,,medium,"folk, country, countryrock",,"vocal, voice",29613,998908,614,389,0,0,4.6667
1413928,Runaway,223,496432,Alyssa Riley,217764,Runaway,2017-01-12,en,vocal,female,,medium,"indie, singersongwriter, pop","guitar, strings","sad, vocal, peaceful, voice, breakup",52590,241330,1658,1093,0,0,7.5
1414831,Kind of light,268,496541,Dofhei Project,165187,Samsara Sex Flow,2017-01-15,en,vocal,male,,medium,"rock, funk, alternativerock","guitar, strings","vocal, groovy, funkrock, voice",120707,1163144,1921,1238,0,0,9.5
1417932,The Flow,243,496626,Twin Flames,235874,The Flow,2017-01-25,en,instrumental,female,,medium,"folk, ambient, newage",guitar,"peaceful, soft, heart",34936,652311,884,585,0,0,8.0
1418241,Done With You,223,439258,SadMe,165498,Reign of Me,2017-01-26,en,vocal,male,,medium,"rock, indie, singersongwriter",guitar,"vocal, psychedelic, voice",21632,253606,732,496,0,0,9.0
1418329,Purple Candy,280,375130,Ralf G. (Ralf Gründer),257048,Purple Candy,2017-01-26,en,vocal,female,,medium,pop,"piano, strings","love, emotional, vocal, voice, teardrops",48095,1583185,1033,673,0,0,8.0
1418640,Please Wait Awhile (Before You Break My Heart),187,453547,BETP5,287333,Please Wait Awhile (Before You Break My Heart),2017-01-28,en,vocal,male,,medium,"country, countryrock",,"vocal, fun, voice, guitaresolo",30688,188185,478,295,0,0,8.0
1418676,Round The Twist,234,496855,The Aluminium Tough,235896,Round The Twist,2017-01-28,,instrumental,,,medium,"electronic, breakbeat","bass, drums",breaks,18970,628779,766,516,0,0,8.0
1419079,The imagined last day of Crawford Gordon,197,453547,BETP5,305790,The imagined last day of Crawford Gordon,2017-01-29,en,vocal,male,,medium,"country, rock, folk",,"vocal, voice, kazzoo",20735,189384,238,148,0,0,8.0
1419659,Make Believe,192,454118,VITNE,165619,Make Believe,2017-02-01,en,vocal,male,,high,rock,"guitar, electricguitar","vocal, dark, uplifting, voice",129345,287456,1061,719,0,0,9.0
1426293,"Igor Pumphonia - Rock Me, Roll Me",231,475967,Igor Pumphonia,166283,Igor Pumphonia - Coffee Time,2017-02-22,en,instrumental,male,,medium,electronic,"strings, violin",melancholic,145934,714627,1312,879,0,0,8.0
142679,3 - Don't loose it,240,337690,Akh-Point,20389,Too Close,2008-03-03,,instrumental,,,medium,,,,13961,167651,121,61,4,0,8.0
142704,6 - I'm the smooth man,277,337690,Akh-Point,20389,Too Close,2008-03-03,,instrumental,,,medium,,,,15942,228615,112,60,6,0,8.0
142729,8 - I Need,264,337690,Akh-Point,20389,Too Close,2008-03-03,,instrumental,,,medium,,,,15327,258396,108,57,1,0,8.0
1428059,When You Leave (Vocal),248,4819,Boom Boom Beckett,166470,20,2017-03-07,en,vocal,female,,medium,"jazz, swing",,"vocal, ballad, voice",69511,433757,961,556,0,0,7.5
1428062,Chiudi gli Occhi,336,4819,Boom Boom Beckett,166470,20,2017-03-07,,instrumental,,,medium,"jazz, tango",saxophone,ballad,93727,837546,611,325,0,0,9.0
142854,10 - And it would be magic,288,337690,Akh-Point,20389,Too Close,2008-03-03,,instrumental,,,medium,,,,10870,172729,106,54,4,0,8.0
1428764,Already Flown,188,497744,Barefoot McCoy,166521,Bye Bye Bluebird,2017-03-03,en,vocal,male,,medium,"folk, rock, pop",harmonica,"vocal, voice, travelling",41594,1185600,763,473,0,0,9.0
1428765,Cali,295,497744,Barefoot McCoy,166521,Bye Bye Bluebird,2017-03-03,en,vocal,male,,medium,"folk, indie, singersongwriter",,"love, vocal, uplifting, voice, california",456218,1821216,2902,1908,0,0,9.5
1428767,Hope is on the Rise,197,497744,Barefoot McCoy,166521,Bye Bye Bluebird,2017-03-03,en,vocal,female,,medium,"folk, singersongwriter",,"vocal, dreamy, upbeat, voice, peace",33136,400537,457,269,0,0,9.0
1428768,Bye Bye Bluebird,242,497744,Barefoot McCoy,166521,Bye Bye Bluebird,2017-03-03,en,vocal,male,,medium,"folk, rock",,"sad, vocal, voice, goodbye",20591,256159,608,365,0,0,7.5
1428769,Raindrops and Roses,262,497744,Barefoot McCoy,166521,Bye Bye Bluebird,2017-03-03,en,vocal,male,,medium,"country, folk, americana",,"vocal, voice, lovestory",37327,383488,816,514,0,0,9.0
1428773,The Nighttime Belongs To You,195,497744,Barefoot McCoy,166521,Bye Bye Bluebird,2017-03-03,en,vocal,male,,medium,"country, folk, americana",,"vocal, soft, summer, voice",36537,200456,730,438,0,0,9.0
1430812,House,230,498218,Dp9,218440,House,2017-03-10,,instrumental,,,medium,"house, electronic, dance",,upbeat,79893,470580,1488,1005,0,0,6.6667
1430842,Nostalgia,255,486585,Sam Garbett,265022,Nostalgia,2017-03-10,en,vocal,male,electric,medium,"electronic, electropop, pop",synthesizer,"acoustic, vocal, 80s, voice, eighties",52390,1308221,1605,1148,0,0,8.0
1430937,The Storm,256,488328,The woods,314173,The Storm,2017-03-11,en,vocal,male,,medium,"folk, country","strings, guitar","vocal, voice, acusticguitar",19591,252571,411,263,0,0,8.0
1431337,Dreams About You,211,491391,Volodymyr Gavrylyuk,333238,Dreams About You,2017-03-12,,instrumental,,,medium,"jazz, chillout, electronic","guitar, strings","lounge, chilloutmusic",55499,649943,1219,768,0,0,8.0
1433288,Alaska - Carmody Project,239,498503,Fairbanks,218526,Alaska - Carmody Project,2017-03-20,,vocal,,,medium,"chillout, electronic, ambient",guitar,"vocal, peaceful, voice, acoustical",15837,763213,454,306,0,0,8.0
143351,Happy Sadness,249,338447,Greendjohn,20443,Nights and Days,2008-03-04,,instrumental,neutral,electric,medium,,,,15331,544992,1162,597,20,1,8.0
143352,Return of the sailors,202,338447,Greendjohn,20443,Nights and Days,2008-03-04,,instrumental,neutral,electric,medium,,,,5186,137147,902,487,7,0,8.0
1434824,The Little Robot,275,487051,Forget the Whale,167118,What I Tell Myself Vol. 2,2017-03-25,en,vocal,female,,medium,rock,"glockenspiel, percussion","happy, vocal, energetic, voice, popular",165938,1731201,1765,1177,0,0,9.5
1436621,Good Old Times,145,497559,Alex Cohen,257320,Good Old Times,2017-04-22,en,vocal,female,,medium,"indie, pop, folk","piano, guitar","happy, love, summer, voice, handclaps",1232580,2643103,7949,5313,0,0,8.1667
